belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,actor,director
,0.0,"[{'id': 99, 'name': 'Documentary'}]",8672,de,A look at the tumultuous yet productive relationship between German director Werner Herzog and actor Klaus Kinski.,1.807445,"[{'name': 'Arte', 'id': 201}, {'name': 'Filmstiftung Nordrhein-Westfalen', 'id': 315}, {'name': 'Werner Herzog Filmproduktion', 'id': 843}, {'name': 'Bayrischer Rundfunk', 'id': 2473}, {'name': 'Cafe Productions', 'id': 2474}, {'name': 'Zephir Film', 'id': 2475}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 3324}, {'name': 'Yleisradio (YLE)', 'id': 5975}, {'name': 'Westdeutscher Rundfunk (WDR)', 'id': 7025}, {'name': 'Independent Film Channel (IFC)', 'id': 8857}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FI', 'name': 'Finland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-05-17,0.0,95.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,My Best Fiend,7.6,45.0,1999,0.0,"['Werner Herzog', 'Klaus Kinski', 'Claudia Cardinale']",Werner Herzog
,154790.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",8056,fr,"In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",3.040512,"[{'name': 'Canal Plus', 'id': 104}, {'name': 'Centre National de la Cinématographie', 'id': 310}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IL', 'name': 'Israel'}, {'iso_3166_1': 'NL', 'name': 'Netherlands'}, {'iso_3166_1': 'RO', 'name': 'Romania'}]",1998-09-16,0.0,103.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Train of Life,7.4,48.0,1998,0.0,"['Lionel Abelanski', 'Rufus', 'Clément Harari']",Radu Mihaileanu
,51000000.0,"[{'id': 35, 'name': 'Comedy'}]",2020,en,"Jimmie is seeing his single friends get married one by one. He isn't too worried until his girlfriend Anne catches the bouquet at his friend Marco's wedding. Suddenly, his wild mustang days are numbered. He finally decides to propose to her, but he sticks his foot in his mouth and botches the proposal. Being insulted by the defeatist proposal, Anne leaves town on an assignment. After she's gone, he finds out that his recently-deceased grandfather's will stipulates that he gets nothing of a multi-million dollar fortune unless he's married by 6:05pm on his 30th birthday: tomorrow! Not being able to find Anne, Jimmie begins backtracking through his past girlfriends to find a wife.",5.061725,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'George Street Pictures', 'id': 872}, {'name': 'The Lloyd Segan Company', 'id': 873}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-05,36911617.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One thousand brides. One hundred million dollars. Jimmie Shannon is about to discover the true value of love.,The Bachelor,4.5,84.0,1999,0.7237571960784314,"[""Chris O'Donnell"", 'Renée Zellweger', 'Artie Lange']",Gary Sinyor
,73000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",9481,en,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",8.884406,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Columbia Pictures Corporation', 'id': 441}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-04,151493655.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Serial killer vs. forensic genius,The Bone Collector,6.5,843.0,1999,2.075255547945205,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah']",Phillip Noyce
,90000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",9008,en,"Tells the true story of a 60 Minutes television series exposé of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand",11.3569,"[{'name': 'Spyglass Entertainment', 'id': 158}, {'name': 'Forward Pass', 'id': 675}, {'name': 'Kaitz Productions', 'id': 8758}, {'name': 'Mann/Roth Productions', 'id': 8759}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-10-28,60289912.0,157.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': '日本語'}, {'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,Two men driven to tell the truth... whatever the cost.,The Insider,7.3,489.0,1999,0.6698879111111111,"['Al Pacino', 'Russell Crowe', 'Christopher Plummer']",Michael Mann
,0.0,"[{'id': 99, 'name': 'Documentary'}]",14242,en,"AMERICAN MOVIE is the story of filmmaker Mark Borchardt, his mission, and his dream. Spanning over two years of intense struggle with his film, his family, financial decline, and spiritual crisis, AMERICAN MOVIE is a portrayal of ambition, obsession, excess, and one man's quest for the American Dream.",5.964323,"[{'name': 'Civilian Pictures', 'id': 62136}, {'name': 'Bluemark Productions', 'id': 62137}, {'name': 'C-Hundred Film Corporation', 'id': 62138}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1999-11-05,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,American Movie,7.7,57.0,1999,0.0,"['Mark Borchardt', 'Mike Schank', 'Tom Schimmels']",Chris Smith
,0.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",16129,en,"Various citizens of Toronto anxiously await the end of the world, which is occurring at the stroke of midnight on New Year's Day. While widower Patrick Wheeler braces for his fate, he meets Sandra, the wife of a businessman who is intent on committing suicide. Meanwhile, Patrick's friend Craig decides to have as much sex as he can while there is still time.",5.466969,"[{'name': 'Cineplex', 'id': 3141}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1998-10-23,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's not the end of the world... there's still six hours left.,Last Night,7.0,41.0,1998,0.0,"['Don McKellar', 'Sandra Oh', 'Roberta Maxwell']",Don McKellar
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",104103,fr,"Ada and Lise are both costume designers, the first is around 20, the other around 30. Both are working hard on their break through. There are also jobs for the movies. This is where Lise meets producer Alphonse, who is nearly 20 years older than she. Because he is unhappy with his girlfriend a secret relationship evolves. Ada has problems as well, but she's not the only one. There are also the young Emma and Nina, as well as Yves and Guido - enough people to get into complicated relationship entanglements.",0.127894,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",1996-09-12,0.0,111.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Portraits Chinois,7.5,2.0,1996,0.0,"['Helena Bonham Carter', 'Romane Bohringer', 'Romane Bohringer']",Martine Dugowson
,0.0,"[{'id': 18, 'name': 'Drama'}]",11489,fr,"Young and impulsive Rosetta lives with her alcoholic mother and, moved by despair, she will do anything to maintain a job.",2.730118,"[{'name': 'ARP Sélection', 'id': 189}, {'name': 'Canal+', 'id': 5358}, {'name': 'Centre National de la Cinématographie (CNC)', 'id': 18367}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",1999-05-23,266665.0,95.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,Rosetta,7.2,52.0,1999,0.0,"['Émilie Dequenne', 'Olivier Gourmet', 'Fabrizio Rongione']",Jean-Pierre Dardenne
,0.0,"[{'id': 18, 'name': 'Drama'}]",28145,en,Desperate characters stake their fortune on a Depression-era dance marathon.,4.904915,"[{'name': 'American Broadcasting Company (ABC)', 'id': 3065}, {'name': 'Palomar Pictures (I)', 'id': 29363}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1969-12-10,0.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,People are the ultimate spectacle.,"They Shoot Horses, Don't They?",7.4,51.0,1969,0.0,"['Jane Fonda', 'Michael Sarrazin', 'Susannah York']",Sydney Pollack
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",51371,en,"Alfred's father feels his son has grown up too comfortably and as a result has not become what a man should be. To remedy this predicament he sends his son Alfred off on a hunting trip. On the trip, in the midst of many follies brought on by his inexperience with the outdoors, he meets a young mountain girl and falls in love with her. Alfred's butler, who has accompanied him on the outing, is sent to arrange the marriage with the girl's father, who thinks Alfred is too weak to become a member of the family. In an attempt to change the father's mind, the butler tells the girl's father and brother that Alfred is actually Alfred ""Battling"" Butler, a professional boxer. The deception works and a wedding is arranged. Comic mischief ensues as Alfred and his butler attempt to make their newly fabricated story seem plausible to the family of his new bride.",1.09569,"[{'name': 'Buster Keaton Productions', 'id': 12190}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-09-19,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Battling Butler,5.7,13.0,1926,0.0,"['Buster Keaton', ""Sally O'Neil"", 'Walter James']",Buster Keaton
Re-Animator Collection,2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",18111,en,"Herbert West once again revives the dead. This time, he brings Dan's ex-girlfriend's heart back inside a 'perfect' body. Dr. Hill returns as the evil nemesis who lost his head.",8.244989,"[{'name': 'Wild Street Pictures', 'id': 4065}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-10-01,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Date. Mate. Re-animate.,Bride of Re-Animator,6.1,70.0,1989,0.0,"['Jeffrey Combs', 'Bruce Abbott', 'Claude Earl Jones']",Brian Yuzna
,0.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",31361,en,"After ex-con Joe Braxton violates his probation he is given a second chance, all he has to do is drive a group of special kids across the country. What could possibly go wrong?",1.527771,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Richard Pryor Productions', 'id': 18205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-05-22,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,"He's mad, he's bad, and he's Bustin' Loose!",Bustin' Loose,5.7,15.0,1981,0.0,"['Richard Pryor', 'Cicely Tyson', 'Ángel Ramírez']",Oz Scott
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",11223,en,A young woman doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,5.617866,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-01-06,0.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Imagine your life hangs by a thread. Imagine your body hangs by a wire. Imagine you're not imagining.,Coma,6.4,88.0,1978,0.0,"['Geneviève Bujold', 'Michael Douglas', 'Elizabeth Ashley']",Michael Crichton
Creepshow Collection,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",16281,en,"Inspired by the E.C. comics of the 1950s, George A.Romero and Stephen King bring five tales of terror to the screen.",10.434018,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Creepshow Films Inc.', 'id': 14179}, {'name': 'Laurel Entertainment Inc.', 'id': 14180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-11-12,21028755.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,6.7,228.0,1982,2.628594375,"['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver']",George A. Romero
Creepshow Collection,3500000.0,"[{'id': 27, 'name': 'Horror'}]",16288,en,"EC Comics-inspired weirdness returns with three tales. In the first, a wooden statue of a Native American comes to life...to exact vengeance on the murderer of his elderly owners. In the second, four teens are stranded on a raft on a lake with a blob that is hungry. And in the third, a hit and run woman is terrorized by the hitchhiker she accidentally killed...or did she really kill him?",9.330087,"[{'name': 'New World Pictures', 'id': 1950}, {'name': 'Laurel Entertainment Inc.', 'id': 14180}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-05-01,14000000.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When the curtain goes up, the terror begins.",Creepshow 2,5.9,133.0,1987,4.0,"['George Kennedy', 'Dorothy Lamour', 'Lois Chiles']",Michael Gornick
Re-Animator Collection,900000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",1694,en,A dedicated student at a medical college and his girlfriend become involved in bizarre experiments centering around the re-animation of dead tissue when an odd new student arrives on campus.,9.867238,"[{'name': 'Empire Pictures', 'id': 1212}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-10-18,2023414.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Herbert West has a good head on his shoulders... and another on his desk.,Re-Animator,7.0,263.0,1985,2.248237777777778,"['Jeffrey Combs', 'Bruce Abbott', 'Barbara Crampton']",Stuart Gordon
,2500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",476,en,"Bob and his friends Dianne, Rick and Nadine have been drug addicts for years and live from one high to the next. Gus Van Sant attempts to show an intimate look into the lives of heroin addicts with his film Drugstore Cowboy.",8.026112,"[{'name': 'Avenue Pictures Productions', 'id': 251}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-09-09,4729352.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Drugstore Cowboy,7.0,117.0,1989,1.8917408,"['Matt Dillon', 'Kelly Lynch', 'James Le Gros']",Gus Van Sant
,25000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",37094,en,"On the day of his daughter's birthday, William ""D-Fens"" Foster is trying to get to the home of his estranged ex-wife to see his daughter. His car breaks down, so he leaves his car in a traffic jam in Los Angeles and decides to walk. He goes to a convenience store and tries to get some change for a phone call, but the Korean owner does not oblige, tipping Foster over the edge. The unstable Foster, so frustrated with the various flaws he sees in society, begins to psychotically and violently lash out against them.",10.175138,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Alcor Films', 'id': 644}, {'name': 'Canal+', 'id': 5358}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-02-26,40903593.0,113.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,A Tale Of Urban Reality,Falling Down,7.2,837.0,1993,1.63614372,"['Michael Douglas', 'Robert Duvall', 'Barbara Hershey']",Joel Schumacher
,0.0,"[{'id': 27, 'name': 'Horror'}]",13555,en,"Rebellious teen Amy (Elizabeth Berridge) defies her parents by going to a trashy carnival that has pulled into town. In tow are her boyfriend, Buzz (Cooper Huckabee), and their friends Liz (Largo Woodruff) and Richie (Miles Chapin). Thinking it would be fun to spend the night in the campy ""Funhouse"" horror ride, the teens witness a murder by a deformed worker wearing a mask. Locked in, Amy and her friends must evade the murderous carnival workers and escape before it leaves town the next day.",3.99005,"[{'name': 'Mace Neufeld Productions', 'id': 2767}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-03-13,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Pay to get in. PRAY to get out.,The Funhouse,5.8,69.0,1981,0.0,"['Elizabeth Berridge', 'Shawn Carson', 'Jeanne Austin']",Tobe Hooper
,750000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",961,en,"During America’s Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.",8.002953,"[{'name': 'Buster Keaton Productions', 'id': 12190}, {'name': 'Joseph M. Schenck Productions', 'id': 13913}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-12-31,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Buster drives ""The General"" to trainload of laughter. (Trade paper ad).",The General,8.0,240.0,1926,0.0,"['Buster Keaton', 'Marion Mack', 'Glen Cavender']",Buster Keaton
,483103.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",73969,en,"Joe Merrill, son of the millionaire owner of a chain of 5 and 10 cent stores, poses as Joe Grant, and takes a job in the stockroom of one of his father's stores, to prove that he can be a success without his father's influence. There he meets stockroom girl Maggie Johnson, and they fall in love. This causes problems, because Mrs. Merrill had planned for her son to marry Millicent Rogers, a high society girl.",0.205671,"[{'name': 'Mary Pickford Company', 'id': 21540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1927-10-31,1027757.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,My Best Girl,8.0,2.0,1927,2.1274076128693054,"['Mary Pickford', ""Charles 'Buddy' Rogers"", 'Sunshine Hart']",Sam Taylor
Piranha Collection,660000.0,"[{'id': 27, 'name': 'Horror'}]",24831,en,"When flesh-eating piranhas are accidently released into a summer resort's rivers, the guests become their next meal.",16.038604,"[{'name': 'New World Pictures', 'id': 1950}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1978-08-03,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A hideous death lurked unseen in the river...,Piranha,5.7,120.0,1978,0.0,"['Heather Menzies', 'Kevin McCarthy', 'Dick Miller']",Joe Dante
,0.0,"[{'id': 37, 'name': 'Western'}]",64963,en,"The only business in the Wild West town of Jericho that corrupt sheriff Alex Flood doesn't control behind the scenes is the stagecoach owned by tough-willed widow Molly Lang and her right-hand man, Hickman. Former marshal Dolan, recently hired by Lang and Hickman as a driver, wants to stay out of the mess, but when he sees Flood's henchman Yarbrough assault Lang, he steps up to fight the corruption.",1.078688,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-01-01,0.0,104.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Rumored,A former deputy and a strong-willed widow determine to stop a ruthless town boss.,Rough Night in Jericho,7.3,5.0,1967,0.0,"['Dean Martin', 'George Peppard', 'Jean Simmons']",Arnold Laven
,0.0,"[{'id': 27, 'name': 'Horror'}]",85160,fr,"The owner of a slaughterhouse facing foreclosure instructs his 350lbs, mentally retarded son to go on a killing spree against the people who want to buy his property.",1.5568,"[{'name': 'American Artists', 'id': 42001}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-08-28,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You'll never get out in one piece!,Slaughterhouse,5.3,12.0,1987,0.0,"['Joe B. Barton', 'Don Barrett', 'Sherry Leigh']",Rick Roessler
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",25560,en,"Baptista, a rich Paduan merchant, announces that his fair young daughter, Bianca, will remain unwed until her older sister, Katharina, a hellish shrew, has wed. Lucentio, a student and the son of a wealthy Pisan merchant, has fallen in love with Bianca. He poses as a tutor of music and poetry to gain entrance to the Baptista household and to be near Bianca. Meanwhile, Petruchio, a fortune-hunting scoundrel from Verona, arrives in Padua, hoping to capture a wealthy wife. Hortensio, another suitor of Bianca, directs Petruchio's attention to Katharina. When Hortensio warns him about Katharina's scolding tongue and fiery temper, Petruchio is challenged and resolves to capture her love. Hortensio and another suitor of Bianca, Gremio, agree to cover Petruchio's costs as he pursues Katharina.",2.786435,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1967-03-07,0.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A romantic film amorously devoted to every man who ever gave the back of his hand to his beloved...and to every woman who deserved it!,The Taming of the Shrew,6.9,35.0,1967,0.0,"['Elizabeth Taylor', 'Richard Burton', 'Cyril Cusack']",Franco Zeffirelli
,5000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",21610,en,An international terrorist has New York in a grip of panic and it's up to Det. Sgt. Deke DaSilva to take him down.,5.830675,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Martin Poll Productions', 'id': 3986}, {'name': 'The Production Company', 'id': 3987}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1981-03-17,19905359.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,A terrorist holds New York in a grip of fear - and only Stallone can take him on.,Nighthawks,6.4,87.0,1981,3.9810718,"['Sylvester Stallone', 'Rutger Hauer', 'Billy Dee Williams']",Bruce Malmuth
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",11878,ja,"A nameless ronin, or samurai with no master, enters a small village in feudal Japan where two rival businessmen are struggling for control of the local gambling trade. Taking the name Sanjuro Kuwabatake, the ronin convinces both silk merchant Tazaemon and sake merchant Tokuemon to hire him as a personal bodyguard, then artfully sets in motion a full-scale gang war between the two ambitious and unscrupulous men.",10.313688,"[{'name': 'Toho Company', 'id': 882}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1961-04-25,0.0,110.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,Better if all these men were dead. Think about it!,Yojimbo,8.0,334.0,1961,0.0,"['Toshirō Mifune', 'Tatsuya Nakadai', 'Yôko Tsukasa']",Akira Kurosawa
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",11510,en,"It's been some time since Father Jebedaiah Mayii exorcised the Devil from little Nancy Aglet, who is now grown up with a husband and two children of her own. But the prince of darkness wants to go a second round and has returned to repossess her! With Father Mayii unwilling to help, Father Luke Brophy tries his best to help Nancy, even when TV's Ernest Weller plans to air the exorcism live on TV.",11.966566,"[{'name': 'Seven Arts Productions', 'id': 516}, {'name': 'Carolco Pictures', 'id': 14723}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-09-14,1382462.0,80.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,The Devil's back. But he's never dealt with an exorcist like this!,Repossessed,4.5,44.0,1990,0.0,"['Linda Blair', 'Ned Beatty', 'Leslie Nielsen']",Bob Logan
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",11234,en,"Robert Neville, a doctor, due to an experimental vaccine, is the only survivor of an apocalyptic war waged with biological weapons. The plague caused by the war has killed everyone else except for a few hundred deformed, nocturnal people calling themselves ""The Family"". The plague has caused them to become sensitive to light, as well as homicidally psychotic.",6.445639,"[{'name': 'Walter Seltzer Productions', 'id': 19972}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1971-08-01,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The World Is Dead. One Survivor. Then The Others. Crawling In Darkness. The Strangest Sect Of All. *Hunting The Last Man On Earth.*,The Omega Man,6.0,147.0,1971,0.0,"['Charlton Heston', 'Anthony Zerbe', 'Rosalind Cash']",Boris Sagal
,22700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",957,en,"When the nefarious Dark Helmet hatches a plan to snatch Princess Vespa and steal her planet's air, space-bum-for-hire Lone Starr and his clueless sidekick fly to the rescue. Along the way, they meet Yogurt, who puts Lone Starr wise to the power of ""The Schwartz."" Can he master it in time to save the day?",9.10373,"[{'name': 'Brooksfilms Ltd.', 'id': 617}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1987-06-24,38119483.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,May the schwartz be with you,Spaceballs,6.7,924.0,1987,1.6792723788546255,"['Mel Brooks', 'Rick Moranis', 'Bill Pullman']",Mel Brooks
,15000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",11886,en,"With King Richard off to the Crusades, Prince John and his slithering minion, Sir Hiss, set about taxing Nottingham's citizens with support from the corrupt sheriff - and staunch opposition by the wily Robin Hood and his band of merry men.",11.179855,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1973-11-08,32056467.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Meet Robin Hood and his MERRY MENagerie!,Robin Hood,7.0,1155.0,1973,2.1370978,"['Brian Bedford', 'Phil Harris', 'Peter Ustinov']",Wolfgang Reitherman
Mister Roberts Collection,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10752, 'name': 'War'}]",37853,en,"A hilarious and heartfelt military comedy-drama co-directed by John Ford and Mervyn LeRoy, Mister Roberts stars Henry Fonda as an officer who's yearning for battle but is stuck in the backwaters of World War II on a noncommissioned Navy ship run by the bullying Capt. Morton (James Cagney). Jack Lemmon enjoys a star-making turn as the freewheeling Ensign Pulver, and William Powell stars as the ship's doctor in his last screen role.  Based on the 1946 novel with the same name, by Thomas Heggen, and the 1948 Broadway play, written by Thomas Heggen and Joshua Logan. Henry Fonda also starred in the original Broadway production. Warner Bros. didn't want Fonda to star in the film, as they thought he was too old, and had been a stage player for so long (8 years), that he no longer was box office material. However, John Ford insisted on Fonda and the company eventually agreed.",2.593458,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1955-07-13,0.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,All The Uproarious Fun Of the Smash Broadway Play!,Mister Roberts,7.3,43.0,1955,0.0,"['Henry Fonda', 'James Cagney', 'William Powell']",John Ford
